frame_num,recv_timestamp
10659,1777035784.0100112
10660,1777035784.022232
10661,1777035784.0335953
10662,1777035784.0443258
10663,1777035784.0571342
10664,1777035784.0594678
10665,1777035784.070339
10666,1777035784.0802608
10667,1777035784.092109
10668,1777035784.1053867
10669,1777035784.1170118
10670,1777035784.1213233
10671,1777035784.1289053
10672,1777035784.1415565
10673,1777035784.1549873
10674,1777035784.1681433
10675,1777035784.1696286
10676,1777035784.178499
10677,1777035784.1896589
10678,1777035784.2027001
10679,1777035784.2159421
10680,1777035784.2256622
10681,1777035784.2375796
10682,1777035784.2392547
10683,1777035784.250282
10684,1777035784.2614186
10685,1777035784.2729142
10686,1777035784.2847242
10687,1777035784.2960718
10688,1777035784.2980647
10689,1777035784.3101947
10690,1777035784.3208764
10691,1777035784.333473
10692,1777035784.3457925
10693,1777035784.3577516
10694,1777035784.359216
10695,1777035784.3659441
10696,1777035784.378308
10697,1777035784.3930137
10698,1777035784.4061716
10699,1777035784.4172297
10700,1777035784.419169
10701,1777035784.4314702
10702,1777035784.4446733
10703,1777035784.4564304
10704,1777035784.4584305
10705,1777035784.4710798
10706,1777035784.4808805
10707,1777035784.4961555
10708,1777035784.5079918
10709,1777035784.5093145
10710,1777035784.5193985
10711,1777035784.5334833
10712,1777035784.5443428
10713,1777035784.5581563
10714,1777035784.5597515
10715,1777035784.5699282
10716,1777035784.5831156
10717,1777035784.5920513
10718,1777035784.6048493
10719,1777035784.617214
10720,1777035784.618804
10721,1777035784.6307242
10722,1777035784.6404693
10723,1777035784.6548903
10724,1777035784.666752
10725,1777035784.6688437
10726,1777035784.6798277
10727,1777035784.6900296
10728,1777035784.7010171
10729,1777035784.7141738
10730,1777035784.7285385
10731,1777035784.7302196
10732,1777035784.739919
10733,1777035784.7495306
10734,1777035784.7625906
10735,1777035784.7752218
10736,1777035784.7880075
10737,1777035784.7900069
10738,1777035784.7991014
10739,1777035784.8103805
10740,1777035784.8228774
10741,1777035784.8365264
10742,1777035784.8403041
10743,1777035784.8479471
10744,1777035784.8596454
10745,1777035784.8717523
10746,1777035784.886028
10747,1777035784.896018
10748,1777035784.9068635
10749,1777035784.9087794
10750,1777035784.919898
10751,1777035784.9328947
10752,1777035784.94251
10753,1777035784.9538636
10754,1777035784.9673312
10755,1777035784.9691572
10756,1777035784.9772103
10757,1777035784.9890223
10758,1777035785.0012627
10759,1777035785.0132456
10760,1777035785.0234149
10761,1777035785.034528
10762,1777035785.047529
10763,1777035785.0492275
10764,1777035785.0577674
10765,1777035785.070959
10766,1777035785.0814843
10767,1777035785.0962183
10768,1777035785.0979393
10769,1777035785.1106493
10770,1777035785.1196246
10771,1777035785.1314929
10772,1777035785.144561
10773,1777035785.1587543
10774,1777035785.1612582
10775,1777035785.1688337
10776,1777035785.1823778
10777,1777035785.1959252
10778,1777035785.2082753
10779,1777035785.2097528
10780,1777035785.2210011
10781,1777035785.231052
10782,1777035785.2440252
10783,1777035785.2566948
10784,1777035785.2586942
10785,1777035785.2700286
10786,1777035785.2814538
10787,1777035785.2929783
10788,1777035785.3075016
10789,1777035785.3092337
10790,1777035785.3216107
10791,1777035785.335207
10792,1777035785.345559
10793,1777035785.3577006
10794,1777035785.3593879
10795,1777035785.3700945
10796,1777035785.3839533
10797,1777035785.3981225
10798,1777035785.3996787
10799,1777035785.407221
10800,1777035785.4204876
10801,1777035785.4346132
10802,1777035785.4465802
10803,1777035785.4490743
10804,1777035785.4596462
10805,1777035785.4708734
10806,1777035785.4840062
10807,1777035785.499111
10808,1777035785.5006177
10809,1777035785.510898
10810,1777035785.5219886
10811,1777035785.5357604
10812,1777035785.5496204
10813,1777035785.551273
10814,1777035785.561668
10815,1777035785.5747983
10816,1777035785.5851815
10817,1777035785.5961611
10818,1777035785.60964
10819,1777035785.6113286
10820,1777035785.6233678
10821,1777035785.6366422
10822,1777035785.639122
10823,1777035785.6469078
10824,1777035785.65994
10825,1777035785.671686
10826,1777035785.6871855
10827,1777035785.6889129
10828,1777035785.6971054
10829,1777035785.7092154
10830,1777035785.7213912
10831,1777035785.7349558
10832,1777035785.744576
10833,1777035785.757854
10834,1777035785.7592735
10835,1777035785.7709765
10836,1777035785.7849197
10837,1777035785.8002074
10838,1777035785.801829
10839,1777035785.8112242
10840,1777035785.8210669
10841,1777035785.833428
10842,1777035785.8455343
10843,1777035785.856742
10844,1777035785.8585875
10845,1777035785.8686013
10846,1777035785.8824573
10847,1777035785.8962407
10848,1777035785.9117746
10849,1777035785.9135234
10850,1777035785.9263864
10851,1777035785.928896
10852,1777035785.9375188
10853,1777035785.9473603
10854,1777035785.9628615
10855,1777035785.976177
10856,1777035785.9781497
10857,1777035785.9909282
10858,1777035786.0062513
10859,1777035786.0166047
10860,1777035786.017817
10861,1777035786.0274854
10862,1777035786.0391564
10863,1777035786.054709
10864,1777035786.0654602
10865,1777035786.0795941
10866,1777035786.0811734
10867,1777035786.09216
10868,1777035786.1035125
10869,1777035786.118941
10870,1777035786.1204138
10871,1777035786.1285357
10872,1777035786.140722
10873,1777035786.1539245
10874,1777035786.1668463
10875,1777035786.1688316
10876,1777035786.17606
10877,1777035786.190241
10878,1777035786.2026935
10879,1777035786.2163644
10880,1777035786.2288141
10881,1777035786.2302341
10882,1777035786.2383122
10883,1777035786.2514274
10884,1777035786.2644668
10885,1777035786.278383
10886,1777035786.280612
10887,1777035786.2893414
10888,1777035786.3014376
10889,1777035786.3133574
10890,1777035786.3275115
10891,1777035786.328839
10892,1777035786.3371875
10893,1777035786.3495986
10894,1777035786.3628252
10895,1777035786.3749843
10896,1777035786.3848379
10897,1777035786.3958044
10898,1777035786.39802
10899,1777035786.4091563
10900,1777035786.4230182
10901,1777035786.435517
10902,1777035786.4471476
10903,1777035786.4488187
10904,1777035786.4601138
10905,1777035786.473292
10906,1777035786.4860976
10907,1777035786.4886029
10908,1777035786.4993174
10909,1777035786.5117846
10910,1777035786.524412
10911,1777035786.5386174
10912,1777035786.5401576
10913,1777035786.5506778
10914,1777035786.5602555
10915,1777035786.574213
10916,1777035786.5870092
10917,1777035786.588612
10918,1777035786.5991738
10919,1777035786.608767
10920,1777035786.6219327
10921,1777035786.6354997
10922,1777035786.648685
10923,1777035786.6500525
10924,1777035786.6602573
10925,1777035786.670976
10926,1777035786.6834018
10927,1777035786.6960828
10928,1777035786.711218
10929,1777035786.7127697
10930,1777035786.7213767
10931,1777035786.7344742
10932,1777035786.7466593
10933,1777035786.7480311
10934,1777035786.7605476
10935,1777035786.771899
10936,1777035786.781934
10937,1777035786.794087
10938,1777035786.8072646
10939,1777035786.8087556
10940,1777035786.8213313
10941,1777035786.8324301
10942,1777035786.8456745
10943,1777035786.858663
10944,1777035786.8606682
10945,1777035786.8727858
10946,1777035786.8850415
10947,1777035786.895068
10948,1777035786.9071555
10949,1777035786.9092789
10950,1777035786.917463
10951,1777035786.9334893
10952,1777035786.944624
10953,1777035786.955717
10954,1777035786.9688325
10955,1777035786.9708755
10956,1777035786.9834683
10957,1777035786.9925106
10958,1777035787.0052128
10959,1777035787.0178564
10960,1777035787.0198545
10961,1777035787.0325089
10962,1777035787.0444229
10963,1777035787.057209
10964,1777035787.0589309
10965,1777035787.0682516
10966,1777035787.080978
10967,1777035787.0930524
10968,1777035787.1034124
10969,1777035787.114318
10970,1777035787.1284027
10971,1777035787.1298752
10972,1777035787.1426206
10973,1777035787.1566787
10974,1777035787.1581032
10975,1777035787.167621
10976,1777035787.1789744
10977,1777035787.1902845
10978,1777035787.2061732
10979,1777035787.215742
10980,1777035787.2270367
10981,1777035787.2294753
10982,1777035787.241082
10983,1777035787.254745
10984,1777035787.2632864
10985,1777035787.2778926
10986,1777035787.2796707
10987,1777035787.2904224
10988,1777035787.3041623
10989,1777035787.3156412
10990,1777035787.3265128
10991,1777035787.3374567
10992,1777035787.3399682
10993,1777035787.3506134
10994,1777035787.360808
10995,1777035787.37239
10996,1777035787.3859682
10997,1777035787.4011996
10998,1777035787.4037066
10999,1777035787.4124415
11000,1777035787.4243972
11001,1777035787.4373283
11002,1777035787.4389212
11003,1777035787.449156
11004,1777035787.4627202
11005,1777035787.4733646
11006,1777035787.4875867
11007,1777035787.4893818
11008,1777035787.5021834
11009,1777035787.5142844
11010,1777035787.5268333
11011,1777035787.5285237
11012,1777035787.5385664
11013,1777035787.5495834
11014,1777035787.5617065
11015,1777035787.575947
11016,1777035787.5886698
11017,1777035787.590202
11018,1777035787.5980678
11019,1777035787.6173427
11020,1777035787.6189733
11021,1777035787.6295547
11022,1777035787.6428783
11023,1777035787.6547656
11024,1777035787.6625526
11025,1777035787.6762872
11026,1777035787.6786532
11027,1777035787.6935327
11028,1777035787.7072065
11029,1777035787.7097173
11030,1777035787.718984
11031,1777035787.7344754
11032,1777035787.7446153
11033,1777035787.7541404
11034,1777035787.766212
11035,1777035787.7698364
11036,1777035787.781706
11037,1777035787.7920694
11038,1777035787.801855
11039,1777035787.8166876
11040,1777035787.8185446
11041,1777035787.8334727
11042,1777035787.8445697
11043,1777035787.8547792
11044,1777035787.8672786
11045,1777035787.8690476
11046,1777035787.8808873
11047,1777035787.895059
11048,1777035787.904193
11049,1777035787.9168797
11050,1777035787.9183927
11051,1777035787.9295144
11052,1777035787.9430842
11053,1777035787.952763
11054,1777035787.9637537
11055,1777035787.9768977
11056,1777035787.979409
11057,1777035787.9916704
11058,1777035788.0003035
11059,1777035788.0127938
11060,1777035788.0257998
11061,1777035788.038506
11062,1777035788.040184
11063,1777035788.049051
11064,1777035788.0606976
11065,1777035788.072917
11066,1777035788.085188
11067,1777035788.1041799
11068,1777035788.1066885
11069,1777035788.1191053
11070,1777035788.1211545
11071,1777035788.1294158
11072,1777035788.1415803
11073,1777035788.1557233
11074,1777035788.1668842
11075,1777035788.168878
11076,1777035788.1780393
11077,1777035788.1904614
11078,1777035788.2028172
11079,1777035788.213263
11080,1777035788.22596
11081,1777035788.2387733
11082,1777035788.2404873
11083,1777035788.251724
11084,1777035788.265671
11085,1777035788.2796676
11086,1777035788.2812023
11087,1777035788.2921112
11088,1777035788.303676
11089,1777035788.3153646
11090,1777035788.3298702
11091,1777035788.331628
11092,1777035788.344423
11093,1777035788.3553696
11094,1777035788.3699093
11095,1777035788.371574
11096,1777035788.3830926
11097,1777035788.3950684
11098,1777035788.4064028
11099,1777035788.4078221
11100,1777035788.4163103
11101,1777035788.4308734
11102,1777035788.4428506
11103,1777035788.4547834
11104,1777035788.4678223
11105,1777035788.4696107
11106,1777035788.481318
11107,1777035788.4930627
11108,1777035788.507736
11109,1777035788.5098464
11110,1777035788.5199802
11111,1777035788.5295203
11112,1777035788.5435593
11113,1777035788.5567114
11114,1777035788.5590413
11115,1777035788.569885
11116,1777035788.579633
11117,1777035788.5930932
11118,1777035788.606838
11119,1777035788.6081634
11120,1777035788.6184187
11121,1777035788.6319773
11122,1777035788.643547
11123,1777035788.6558452
11124,1777035788.666956
11125,1777035788.6688688
11126,1777035788.6800592
11127,1777035788.6951551
11128,1777035788.7054272
11129,1777035788.7178361
11130,1777035788.7193775
11131,1777035788.7294543
11132,1777035788.7397125
11133,1777035788.752658
11134,1777035788.7638035
11135,1777035788.7761679
11136,1777035788.7783535
11137,1777035788.7879827
11138,1777035788.8001525
11139,1777035788.8126335
11140,1777035788.825822
11141,1777035788.8405306
11142,1777035788.842421
11143,1777035788.8546798
11144,1777035788.8657982
11145,1777035788.876949
11146,1777035788.8791196
11147,1777035788.8892248
11148,1777035788.9001153
11149,1777035788.9128108
11150,1777035788.9259882
11151,1777035788.9383676
11152,1777035788.940262
11153,1777035788.950623
11154,1777035788.9633293
11155,1777035788.9759085
11156,1777035788.9880471
11157,1777035788.9905496
11158,1777035789.0001304
11159,1777035789.0110948
11160,1777035789.024388
11161,1777035789.0364962
11162,1777035789.038164
11163,1777035789.0486877
11164,1777035789.0627763
11165,1777035789.0738592
11166,1777035789.0861373
11167,1777035789.1003299
11168,1777035789.1022494
11169,1777035789.1142573
11170,1777035789.1285563
11171,1777035789.1305563
11172,1777035789.1445959
11173,1777035789.1577446
11174,1777035789.1590576
11175,1777035789.1698346
11176,1777035789.182981
11177,1777035789.1977682
11178,1777035789.1991272
11179,1777035789.2093103
11180,1777035789.218282
11181,1777035789.2326617
11182,1777035789.244632
11183,1777035789.2576504
11184,1777035789.2589831
11185,1777035789.2690647
11186,1777035789.2817354
11187,1777035789.2932851
11188,1777035789.3057551
11189,1777035789.3170512
11190,1777035789.3208876
11191,1777035789.3313935
11192,1777035789.343407
11193,1777035789.3534064
11194,1777035789.3687754
11195,1777035789.3709006
11196,1777035789.3841848
11197,1777035789.3962138
11198,1777035789.3989522
11199,1777035789.409539
11200,1777035789.4213943
11201,1777035789.4345396
11202,1777035789.4456277
11203,1777035789.4578097
11204,1777035789.4592295
11205,1777035789.4718766
11206,1777035789.486179
11207,1777035789.498506
11208,1777035789.500056
11209,1777035789.508166
11210,1777035789.5222902
11211,1777035789.535542
11212,1777035789.5484705
11213,1777035789.550681
11214,1777035789.5617468
11215,1777035789.571389
11216,1777035789.5866327
11217,1777035789.5880609
11218,1777035789.5991132
11219,1777035789.6083624
11220,1777035789.6224346
11221,1777035789.6334953
11222,1777035789.645675
11223,1777035789.6575918
11224,1777035789.659593
11225,1777035789.6677294
11226,1777035789.6793978
11227,1777035789.6924918
11228,1777035789.7049434
11229,1777035789.7186048
11230,1777035789.7206552
11231,1777035789.728805
11232,1777035789.7402325
11233,1777035789.7533991
11234,1777035789.7654948
11235,1777035789.77771
11236,1777035789.7791908
11237,1777035789.7898402
11238,1777035789.8035278
11239,1777035789.8124201
11240,1777035789.824873
11241,1777035789.8370347
11242,1777035789.8387332
11243,1777035789.8497462
11244,1777035789.861113
11245,1777035789.8732042
11246,1777035789.8851194
11247,1777035789.8989842
11248,1777035789.9005532
11249,1777035789.9103122
11250,1777035789.9227316
11251,1777035789.9342115
11252,1777035789.9465697
11253,1777035789.9479747
11254,1777035789.9580572
11255,1777035789.9689698
11256,1777035789.9805431
11257,1777035789.9929082
11258,1777035790.0070293
11259,1777035790.0088215
11260,1777035790.0177822
11261,1777035790.0292919
11262,1777035790.0432825
11263,1777035790.0549083
11264,1777035790.0645587
11265,1777035790.076364
11266,1777035790.078367
11267,1777035790.089476
11268,1777035790.1017764
11269,1777035790.113748
11270,1777035790.1270924
11271,1777035790.1290915
11272,1777035790.1401174
11273,1777035790.1517134
11274,1777035790.1631124
11275,1777035790.174547
11276,1777035790.1872275
11277,1777035790.1891818
11278,1777035790.2005386
11279,1777035790.2121825
11280,1777035790.2260473
11281,1777035790.2285779
11282,1777035790.2384481
11283,1777035790.2504084
11284,1777035790.262516
11285,1777035790.2731123
11286,1777035790.2858133
11287,1777035790.297495
11288,1777035790.3
11289,1777035790.3092325
11290,1777035790.3224235
11291,1777035790.3340418
11292,1777035790.3459074
11293,1777035790.3478892
11294,1777035790.3594623
11295,1777035790.3711255
11296,1777035790.3839395
11297,1777035790.3964186
11298,1777035790.4100604
11299,1777035790.4118133
11300,1777035790.4235005
11301,1777035790.436122
11302,1777035790.4491084
11303,1777035790.4506507
11304,1777035790.4619017
11305,1777035790.4764476
11306,1777035790.4784489
11307,1777035790.488567
11308,1777035790.5009546
11309,1777035790.5128953
11310,1777035790.5265477
11311,1777035790.5392659
11312,1777035790.5412676
11313,1777035790.5511992
11314,1777035790.5642192
11315,1777035790.5764496
11316,1777035790.5892715
11317,1777035790.5910378
11318,1777035790.6023998
11319,1777035790.613928
11320,1777035790.6245174
11321,1777035790.6357222
11322,1777035790.6487052
11323,1777035790.6512065
11324,1777035790.6627502
11325,1777035790.6721895
11326,1777035790.6839392
11327,1777035790.6979098
11328,1777035790.6993113
11329,1777035790.7079265
11330,1777035790.7204366
11331,1777035790.7319474
11332,1777035790.7453172
11333,1777035790.7559216
11334,1777035790.7678158
11335,1777035790.7700365
11336,1777035790.7815764
11337,1777035790.793381
11338,1777035790.8042219
11339,1777035790.8172522
11340,1777035790.8188467
11341,1777035790.82845
11342,1777035790.8458395
11343,1777035790.8585932
11344,1777035790.8599384
11345,1777035790.8689685
11346,1777035790.8805509
11347,1777035790.8935575
11348,1777035790.9102004
11349,1777035790.9120293
11350,1777035790.9254105
11351,1777035790.9374151
11352,1777035790.9396377
11353,1777035790.9489226
11354,1777035790.960094
11355,1777035790.9724863
11356,1777035790.9845755
11357,1777035790.9967694
11358,1777035790.9988682
11359,1777035791.009079
11360,1777035791.020084
11361,1777035791.0336342
11362,1777035791.0470846
11363,1777035791.0496027
11364,1777035791.05787
11365,1777035791.0684845
11366,1777035791.0816922
11367,1777035791.093017
11368,1777035791.105336
11369,1777035791.1180823
11370,1777035791.119528
11371,1777035791.1305494
11372,1777035791.1422534
11373,1777035791.1540604
11374,1777035791.1668015
11375,1777035791.1685748
11376,1777035791.17871
11377,1777035791.1910348
11378,1777035791.2026622
11379,1777035791.215924
11380,1777035791.227957
11381,1777035791.2294123
11382,1777035791.2400138
11383,1777035791.251537
11384,1777035791.2641644
11385,1777035791.276379
11386,1777035791.2784092
11387,1777035791.2898624
11388,1777035791.3004992
11389,1777035791.3118494
11390,1777035791.3249238
11391,1777035791.337528
11392,1777035791.3388422
11393,1777035791.3486876
11394,1777035791.3607526
11395,1777035791.3723388
11396,1777035791.3859627
11397,1777035791.400157
11398,1777035791.402729
11399,1777035791.4123247
11400,1777035791.4248095
11401,1777035791.4395077
11402,1777035791.441158
11403,1777035791.4521732
11404,1777035791.4644597
11405,1777035791.475914
11406,1777035791.4880097
11407,1777035791.48939
11408,1777035791.5013149
11409,1777035791.5153558
11410,1777035791.5283809
11411,1777035791.5303202
11412,1777035791.5396223
11413,1777035791.5523403
11414,1777035791.5649636
11415,1777035791.5787258
11416,1777035791.580715
11417,1777035791.5924165
11418,1777035791.605233
11419,1777035791.616863
11420,1777035791.6184242
11421,1777035791.6294475
11422,1777035791.6410747
11423,1777035791.6504774
11424,1777035791.663597
11425,1777035791.675922
11426,1777035791.686558
11427,1777035791.688784
11428,1777035791.6975732
11429,1777035791.709296
11430,1777035791.7219534
11431,1777035791.7324739
11432,1777035791.7447658
11433,1777035791.7562783
11434,1777035791.7698634
11435,1777035791.771403
11436,1777035791.7780488
11437,1777035791.7909575
11438,1777035791.803551
11439,1777035791.815572
11440,1777035791.826651
11441,1777035791.8291566
11442,1777035791.8387053
11443,1777035791.8512254
11444,1777035791.864007
11445,1777035791.8762782
11446,1777035791.8878555
11447,1777035791.8903854
11448,1777035791.9005866
11449,1777035791.912724
11450,1777035791.9241762
11451,1777035791.9371178
11452,1777035791.9388213
11453,1777035791.9486802
11454,1777035791.9630737
11455,1777035791.9774463
11456,1777035791.9788537
11457,1777035791.9941053
11458,1777035792.0063035
11459,1777035792.0184622
11460,1777035792.020133
11461,1777035792.0294895
11462,1777035792.042071
11463,1777035792.05483
11464,1777035792.0659225
11465,1777035792.0679173
11466,1777035792.07797
11467,1777035792.0911975
11468,1777035792.1036413
11469,1777035792.114295
11470,1777035792.1263406
11471,1777035792.1285453
11472,1777035792.138502
11473,1777035792.151014
11474,1777035792.1621604
11475,1777035792.1733835
11476,1777035792.1864517
11477,1777035792.1971157
11478,1777035792.2006385
11479,1777035792.209153
11480,1777035792.2208402
11481,1777035792.233866
11482,1777035792.2430785
11483,1777035792.2551763
11484,1777035792.268524
11485,1777035792.2698698
11486,1777035792.2830555
11487,1777035792.2962058
11488,1777035792.3077614
11489,1777035792.3097367
11490,1777035792.3222601
11491,1777035792.3346524
11492,1777035792.3453798
11493,1777035792.3553486
11494,1777035792.3653288
11495,1777035792.3693578
11496,1777035792.3788652
11497,1777035792.3917155
11498,1777035792.4032826
11499,1777035792.4163775
11500,1777035792.4183912
11501,1777035792.427742
11502,1777035792.4419663
11503,1777035792.450787
11504,1777035792.4642575
11505,1777035792.4769301
11506,1777035792.4784443
11507,1777035792.4894953
11508,1777035792.5021207
11509,1777035792.512808
11510,1777035792.526762
11511,1777035792.528757
11512,1777035792.539729
11513,1777035792.5527992
11514,1777035792.5635703
11515,1777035792.575876
11516,1777035792.5880787
11517,1777035792.5896466
11518,1777035792.6001668
11519,1777035792.6107745
11520,1777035792.623368
11521,1777035792.6365333
11522,1777035792.6386726
11523,1777035792.6486945
11524,1777035792.6597567
11525,1777035792.6718628
11526,1777035792.6836853
11527,1777035792.6961133
11528,1777035792.7094395
11529,1777035792.7114403
11530,1777035792.7203608
11531,1777035792.7324731
11532,1777035792.744556
11533,1777035792.7559168
11534,1777035792.7658994
11535,1777035792.769352
11536,1777035792.7788846
11537,1777035792.7900352
11538,1777035792.8028038
11539,1777035792.8158302
11540,1777035792.8283837
11541,1777035792.8300292
11542,1777035792.8413384
11543,1777035792.852793
11544,1777035792.864568
11545,1777035792.8760815
11546,1777035792.8785942
11547,1777035792.88943
11548,1777035792.9000564
11549,1777035792.912305
11550,1777035792.924838
11551,1777035792.9374309
11552,1777035792.9391463
11553,1777035792.9518085
11554,1777035792.962316
11555,1777035792.9736564
11556,1777035792.9867742
11557,1777035792.98858
11558,1777035792.9990294
11559,1777035793.0087025
11560,1777035793.0207272
11561,1777035793.0338178
11562,1777035793.0432296
11563,1777035793.0558934
11564,1777035793.0676715
11565,1777035793.0696714
11566,1777035793.0803816
11567,1777035793.0920699
11568,1777035793.1102307
11569,1777035793.1120489
11570,1777035793.1224763
11571,1777035793.1354795
11572,1777035793.1486554
11573,1777035793.1507125
11574,1777035793.1597445
11575,1777035793.1739535
11576,1777035793.1847723
11577,1777035793.196132
11578,1777035793.1980543
11579,1777035793.2103698
11580,1777035793.2203336
11581,1777035793.2334657
11582,1777035793.2456422
11583,1777035793.2568517
11584,1777035793.259617
11585,1777035793.2678702
11586,1777035793.281037
11587,1777035793.2949986
11588,1777035793.307422
11589,1777035793.309425
11590,1777035793.321774
11591,1777035793.3315325
11592,1777035793.3435671
11593,1777035793.3567243
11594,1777035793.3583753
11595,1777035793.3698926
11596,1777035793.3838725
11597,1777035793.3942792
11598,1777035793.4066484
11599,1777035793.4083428
11600,1777035793.418918
11601,1777035793.4325323
11602,1777035793.4416344
11603,1777035793.4536722
11604,1777035793.4678056
11605,1777035793.4694228
11606,1777035793.4805336
11607,1777035793.491444
11608,1777035793.5042486
11609,1777035793.5181854
11610,1777035793.5201898
11611,1777035793.5304983
11612,1777035793.5435355
11613,1777035793.5536726
11614,1777035793.5677652
11615,1777035793.5697722
11616,1777035793.5801067
11617,1777035793.5924757
11618,1777035793.6033
11619,1777035793.6165905
11620,1777035793.6180632
11621,1777035793.630509
11622,1777035793.6436403
11623,1777035793.6567135
11624,1777035793.6665716
11625,1777035793.6682324
11626,1777035793.6782103
11627,1777035793.6921432
11628,1777035793.704251
11629,1777035793.7180989
11630,1777035793.7204437
11631,1777035793.7285614
11632,1777035793.7409763
11633,1777035793.7536206
11634,1777035793.7625785
11635,1777035793.7759647
11636,1777035793.7881126
11637,1777035793.7902262
11638,1777035793.800109
11639,1777035793.813587
11640,1777035793.8228333
11641,1777035793.8350403
11642,1777035793.8497503
11643,1777035793.8517509
11644,1777035793.8611977
11645,1777035793.8773634
11646,1777035793.879162
11647,1777035793.8870158
11648,1777035793.8982768
11649,1777035793.911595
11650,1777035793.9236531
11651,1777035793.9364958
11652,1777035793.9472833
11653,1777035793.9511855
11654,1777035793.9602563
11655,1777035793.9733515
11656,1777035793.9860172
11657,1777035793.9973521
11658,1777035793.9990528
11659,1777035794.0101483
11660,1777035794.0199265
11661,1777035794.0325055
11662,1777035794.0435793
11663,1777035794.0602362
11664,1777035794.0619557
11665,1777035794.0718954
11666,1777035794.0872
11667,1777035794.0888338
11668,1777035794.096565
11669,1777035794.1091993
11670,1777035794.1222138
11671,1777035794.132639
11672,1777035794.1453974
11673,1777035794.156851
11674,1777035794.158459
11675,1777035794.1691663
11676,1777035794.1846275
11677,1777035794.1953506
11678,1777035794.2063823
11679,1777035794.208382
11680,1777035794.2196171
11681,1777035794.232587
11682,1777035794.2459342
